Date,Service Category,Program Area,Program Type,Provider,Program Site Name,Borough,Street Address,City,State,Postcode,Latitude,Longitude,Community Board,Community Name,Council District,Census Tract 2010,NDA,NTA,BIN,BBL,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
06/01/2019,Community Services,CSBG,Housing,"Housing and Family Services of Greater New York, Inc.",NAB 9,Brooklyn,1669 Bedford Avenue,Brooklyn,NY,11225,40.66585,-73.9568,Brooklyn CD 009,Crown Heights South,Council District 035 Brooklyn,323,Brooklyn Neighborhood Development Area 009,BK63,3034084,3012950001,POINT (-73.9568 40.66585),13509,17,2,48,44
06/01/2019,Community Services,Compass,COMPASS Middle School,Xposure Foundation Inc.,P.S. 212,Bronx,1180 TINTON AVENUE,BRONX,NY,10456,40.82842,-73.90072,Bronx CD 003,Morrisania-Melrose,Council District 017 Bronx,135,Bronx Neighborhood Development Area 003,BX35,2004869,2026720001,POINT (-73.90072 40.82842),10934,34,5,43,25
06/01/2019,Community Services,Compass,COMPASS Middle School,KIPP NYC Public Charter Schools,KIPP AMP Charter School,Brooklyn,1224 PARK PLACE,BROOKLYN,NY,11213,40.67271,-73.93692,NULL,NULL,Council District 36 Brooklyn,343,NULL,BK61,3036405,3013700029,POINT (-73.93692 40.67271),17615,16,2,49,49
06/01/2019,Community Services,CSBG,NDA Healthy Families,The Young Womens Christian Association of Queens,YWCA of Queens,Queens,42-07 PARSONS BOULEVARD,Flushing,NY,11355,40.75786,-73.81908,Queens CD 007,East Flushing,Council District 020 Queens,861,NDA Not-defined,QN52,4583346,4053750006,POINT (-73.81908 40.75786),14190,22,3,3,67
06/01/2019,Afterschool Programs,CSBG,High School,Ecumenical Community Development Organization,The Studio Museum,Manhattan,144 west 125th Street,New York,NY,10027,40.80852,-73.94728,Manhattan CD 010,Central Harlem South,Council District 009 Manhattan,222,Manhattan Neighborhood Development Area 010,MN11,1057819,1019090009,POINT (-73.94728000000002 40.80852),12424,18,4,36,18
06/01/2019,Educational Services,Beacon,Beacon,"Sports and Arts In Schools Foundation, Inc.",P.S. 264 Bay Ridge Elementary School for the Arts,Brooklyn,371 89 Street,Brooklyn,NY,11209,40.62102,-74.0296,310,NULL,43,60,0,BK31,3413664,3060620141,POINT (-74.02960000000002 40.62102000000001),17216,10,2,44,41
06/01/2019,Community Services,Cornerstone,Cornerstone,Federation of Italian-American Organizations of Brooklyn LTD,Marlboro - FIAO,Brooklyn,2298 West 8th St.,Brooklyn,NY,11223,40.59252,-73.97853,NULL,NULL,NULL,,NULL,NULL,3322179,3071400016,POINT (-73.97853 40.59252),18183,21,2,45,35
06/01/2019,Educational Services,Compass,COMPASS Elementary,"United Activities Unlimited, Inc.",P.S. 020 Port Richmond,NULL,161 PARK AVENUE,STATEN ISLAND,NY,10302,40.63666,-74.13253,NULL,NULL,NULL,,NULL,NULL,,,POINT (-74.13253 40.63666),10370,4,1,13,75
06/01/2019,Educational Services,Compass,COMPASS Elementary,YMCA of Greater New York/Flatbush Branch,Public School 40 - Samuel Huntington Elementary,Queens,109-20 Union Hall Street,Jamaica,NY,11433,40.69412,-73.79067,Queens CD 012,South Jamaica,Council District 028 Queens,260,Queens Neighborhood Development Area 012,QN01,4263341,4121510001,POINT (-73.79067 40.69412),24668,41,3,46,61
06/01/2019,Educational Services,Compass,COMPASS Middle School,Child Development Ctr of the Mosholu Montefiore Comm Center,Bronx Dance Academy School,Bronx,3617 BAINBRIDGE AVENUE,BRONX,NY,10467,40.88512,-73.87768,NULL,NULL,Council District 11 Bronx,431,NULL,BX43,2017858,2033290124,POINT (-73.87768 40.88512),11608,24,5,40,34
06/01/2019,Community Services,Compass,COMPASS Middle School,"The Greater Ridgewood Youth Council, Inc.",P.S./I.S. 113 Anthony J. Pranzo,Queens,78-23 87TH STREET,QUEENS,NY,11385,40.70524,-73.86194,NULL,NULL,NULL,,NULL,NULL,4094055,4038460040,POINT (-73.86194 40.70524000000001),15310,54,3,34,62
06/01/2019,Educational Services,Beacon,Beacon,YMCA of Greater New York/Corporate,J.H.S. 189 Daniel Carter Beard School,Queens,144-80 BARCLAY AVENUE,QUEENS,NY,11355,40.75984,-73.82055,NULL,NULL,Council District 20 Queens,863,NULL,QN51,4114763,4050510027,POINT (-73.82055 40.75984),14190,22,3,3,67
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Inwood Community Services, Inc.",WASHINGTON HEIGHTS ACADEMY,Manhattan,202 SHERMAN AVE,MANHATTAN,NY,10034,40.8654,-73.9211,NULL,NULL,Council District 10 Manhattan,293,NULL,MN01,1081910,1022260041,POINT (-73.9211 40.8654),13092,47,4,39,22
06/01/2019,Educational Services,Beacon,Beacon,SCO Family of Services,P.S. 35 Decatur Clearpool School,Brooklyn,272 MacDonough St,Brooklyn,NY,11233,40.6819,-73.93596,Brooklyn CD 003,Stuyvesant Heights,Council District 036 Brooklyn,273,Brooklyn Neighborhood Development Area 003,BK35,3047054,3016740011,POINT (-73.93596 40.6819),13516,69,2,49,52
06/01/2019,Educational Services,Compass,COMPASS Middle School,University Settlement Society of New York,P.S. 034 Franklin D. Roosevelt,Manhattan,730 EAST 12 STREET,MANHATTAN,NY,10009,40.72647,-73.97518,Richmond CD 001,NULL,Council District 02 Manhattan,28,NULL,MN28,1004564,1003810038,POINT (-73.97518 40.72647),11729,70,4,50,5
06/01/2019,Educational Services,Compass,COMPASS Middle School,"New York Junior Tennis League, Inc",I.S. 364 Gateway,Brooklyn,1426 FREEPORT LOOP,BROOKLYN,NY,11239,40.64581,-73.88167,NULL,NULL,Council District 42 Brooklyn,105804,NULL,BK93,3098295,3044520040,POINT (-73.88167 40.64581),13830,45,2,25,47
06/01/2019,Educational Services,Compass,COMPASS Middle School,South Bronx Overall Economic Development Corporation,"Archimedes Academy for Math, Science and Technology Applications",Bronx,456 WHITE PLAINS ROAD,BRONX,NY,10473,40.81483,-73.85658,NULL,NULL,Council District 18 Bronx,4,NULL,BX09,2020580,2034780018,POINT (-73.85658 40.81483),11611,58,5,31,26
06/01/2019,Community Services,Compass,COMPASS Middle School,"Council of Peoples Organization, Inc.",Razi School,Queens,55-11 QUEENS BOULEVARD,Queens,NY,11377,40.74213,-73.90972,NULL,NULL,Council District 26 Queens,251,NULL,QN63,4030990,4013250001,POINT (-73.90972 40.74213),14787,53,3,33,66
06/01/2019,Educational Services,Compass,COMPASS Middle School,"City Year, Inc.",J.H.S. 123 James M. Kieran,Bronx,1025 MORRISON AVENUE,BRONX,NY,10472,40.8254,-73.87367,NULL,NULL,Council District 18 Bronx,48,NULL,BX55,2087014,2037180001,POINT (-73.87367 40.8254),11610,58,5,31,26
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Two Bridges Neighborhood Council, Inc.",Two Bridges Neighbohood Council,Manhattan,82 Rutgers Slip,New York,NY,10002,40.71059,-73.98986,103,Lower East Side,1,6,3,MN28,1085945,1002480015,POINT (-73.98986 40.71059),11723,70,4,32,4
06/01/2019,Community Services,CSBG,High School,Research Foundation of CUNY,Erasmus HS Campus,Brooklyn,911 Flatbush Avenue,Bklyn,NY,11226,40.64979,-73.95855,Brooklyn CD 014,Erasmus,Council District 040 Brooklyn,794,Brooklyn Neighborhood Development Area 014,BK95,3336215,3051030010,POINT (-73.95855 40.64979),13510,60,2,11,43
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",The New York Immigration Coalition Inc,PS 155 William Paca,Manhattan,319 East 117th Street,New York,NY,10035,40.7973,-73.93637,Manhattan CD 011,East Harlem North,Council District 008 Manhattan,188,Manhattan Neighborhood Development Area 011,MN34,1052986,1016890005,POINT (-73.93637000000001 40.7973),13093,7,4,35,16
06/01/2019,Educational Services,Compass,COMPASS Middle School,"The Greater Ridgewood Youth Council, Inc.",I.S. 025 Adrien Block,Queens,34-65 192 STREET,QUEENS,NY,11358,40.76513,-73.79008,NULL,NULL,Council District 19 Queens,1139,NULL,QN48,4119139,4052610001,POINT (-73.79008 40.76513),14193,26,3,20,69
06/01/2019,Educational Services,Beacon,Beacon,"Children's Arts & Science Workshops, Inc.",The Metropolitan Soundview High School,Bronx,1300 Boynton Ave,Bronx,NY,10472,40.83205,-73.87838,NULL,NULL,NULL,,NULL,NULL,2027459,2038640001,POINT (-73.87838 40.83205),11610,58,5,31,26
06/01/2019,Educational Services,Compass,COMPASS Elementary,ST. NICKS ALLIANCE CORP.,P.S. 018 Edward Bush,Brooklyn,101 MAUJER STREET,BROOKLYN,NY,11206,40.71061,-73.94698,NULL,NULL,Council District 34 Brooklyn,503,NULL,BK90,3000000,3027870001,POINT (-73.94698 40.71061),17213,36,2,30,56
06/01/2019,Community Services,Compass,COMPASS Middle School,The Lower Eastside Girls Club of New York Inc,LESGC Center for Community,Manhattan,101 Avenue D,New York,NY,10009,40.72331,-73.97632,Richmond CD 001,NULL,Council District 02 Manhattan,2602,NULL,MN28,1089381,1003777503,POINT (-73.97632 40.72331),11729,70,4,50,5
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","South Bronx Concerned Citizens, Inc.","South Bronx Concerned Citizens, Inc",Bronx,998 Longwood Avenue,Bronx,NY,10459,40.81673,-73.89751,Bronx CD 002,Longwood,Council District 008 Manhattan,85,Bronx Neighborhood Development Area 002,BX33,2005538,2027070063,POINT (-73.89751 40.81673),10933,8,5,35,24
06/01/2019,Educational Services,Compass,COMPASS Middle School,"Sesame Flyers International, Inc.",I.S. 211 John Wilson,Brooklyn,1001 EAST 100 STREET,BROOKLYN,NY,11236,40.64328,-73.89621,NULL,NULL,Council District 46 Brooklyn,988,NULL,BK50,3326732,3082270001,POINT (-73.89621 40.64328),13827,5,2,8,42
06/01/2019,Educational Services,Compass,COMPASS Elementary,YMCA of Greater New York/Prospect Park,P.S. 200 BENSON SCHOOL,Brooklyn,1940 BENSON AVENUE,BROOKLYN,NY,11214,40.60319,-74.00141,NULL,NULL,Council District 43 Brooklyn,282,NULL,BK27,3167818,3064070008,POINT (-74.00141 40.60319),17616,1,2,44,37
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000","Project Hope Charities, Inc.","Project Hope Charities, Inc",Queens,170-20 140 Avenue,Jamaica,NY,11434,40.67098,-73.76984,412,Springfield Gardens North,31,330,0,QN02,4271036,4125880044,POINT (-73.76984 40.67098),24669,41,3,47,71
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Queens Community House, Inc.",P.S. 117 J. Keld / Briarwood School,Queens,85-15 143 STREET,QUEENS,NY,11435,40.70946,-73.81338,NULL,NULL,Council District 24 Queens,232,NULL,QN35,4208040,4097230150,POINT (-73.81338 40.70946),24670,25,3,24,65
06/01/2019,Educational Services,Compass,COMPASS Explore,SCO Family of Services,Sunset Park High School,Brooklyn,153 35TH STREET,BROOKLYN,NY,11232,40.65571,-74.0052,NULL,NULL,Council District 38 Brooklyn,84,NULL,BK32,3394175,3006880050,POINT (-74.0052 40.65571),13515,9,2,7,45
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Southern Queens Park Association,Inc.",Roy Wilkins Family Center,Queens,177-01 BAISLEY BLVD,NULL,NY,11434,40.68628,-73.76846,NULL,NULL,Council District 27 Queens,426,NULL,QN08,4268835,4124060180,POINT (-73.76846 40.68628),24669,41,3,6,71
06/01/2019,Community Services,Compass,COMPASS Middle School,"Harriman Summer Camp, S-11",P.S. / M.S. 114 Belle Harbor,Queens,134-01 CRONSTON AVENUE,QUEENS,NY,11694,40.57792,-73.8541,NULL,NULL,NULL,,NULL,NULL,4305615,4162570001,POINT (-73.8541 40.57792),20532,51,3,41,58
06/01/2019,Educational Services,Compass,COMPASS High School,Good Shepherd Services,BRONX BRIDGES HIGH SCHOOL,Bronx,1980 LAFAYETTE AVENUE,BRONX,NY,10473,40.82229,-73.85617,NULL,NULL,Council District 18 Bronx,16,NULL,BX09,2022205,2036040039,POINT (-73.85617 40.82229),11611,58,5,31,26
06/01/2019,Educational Services,Compass,COMPASS Middle School,"New York Junior Tennis League, Inc",J.H.S. 383 Philippa Schuyler,Brooklyn,1300 GREENE AVENUE,BROOKLYN,NY,11237,40.69778,-73.91978,NULL,NULL,Council District 37 Brooklyn,431,NULL,BK77,3075413,3032980001,POINT (-73.91978 40.69778),13828,42,2,37,53
06/01/2019,Community Services,CSBG,Seniors,"Neighborhood Self-Help by Older Persons Projects, Inc.","Findlay Senior Houses, Inc.",Bronx,1175 Findlay Avenue,Bronx,NY,10456,40.83227,-73.91265,Bronx CD 004,East Concourse-Concourse Village,Council District 016 Bronx,175,Bronx Neighborhood Development Area 004,BX14,2002295,2024350025,POINT (-73.91265 40.83227000000001),10934,50,5,42,27
06/01/2019,Community Services,CSBG,Opportunity Youth Support,The Campaign Against Hunger Inc,Case Management site - main office,Brooklyn,2010 Fulton Street,brooklyn,NY,11233,40.67864,-73.91768,Brooklyn CD 003,Ocean Hill,Council District 041 Brooklyn,301,Brooklyn Neighborhood Development Area 016,BK79,3042111,3015490016,POINT (-73.91768 40.67864),13516,69,2,17,52
06/01/2019,Educational Services,Compass,COMPASS Middle School,"Grand Street Settlement, Inc.","Grand Street Settlement, Inc.",Manhattan,80 Pitt Street,NULL,NY,10002,40.71833,-73.98245,Richmond CD 001,NULL,Council District 02 Manhattan,2201,NULL,MN28,1084357,1003380001,POINT (-73.98245 40.71833),11723,70,4,50,4
06/01/2019,Educational Services,Beacon,Beacon,"CAMBA, Inc.",Beacon 269,Brooklyn,1957 NOSTRAND AVENUE,BROOKLYN,NY,11210,40.63771,-73.94816,NULL,NULL,Council District 45 Brooklyn,788,NULL,BK42,3113780,3049940023,POINT (-73.94816 40.63771),17217,61,2,26,40
06/01/2019,Community Services,CSBG,High School,Ecumenical Community Development Organization,ECDO Community Partnership Center,Manhattan,413 W. 125th Street,Manhattan,NY,10027,40.81168,-73.9547,Manhattan CD 009,Morningside Heights,Council District 007 Manhattan,20901,Manhattan Neighborhood Development Area 009,MN09,1059548,1019660066,POINT (-73.9547 40.81168),12424,37,4,23,17
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Directions For Our Youth, Inc.",P.S./M.S. 11X498 - VAN NEST ACADEMY,Bronx,1640 BRONXDALE AVE,BRONX,NY,10462,40.84473,-73.85821,NULL,NULL,Council District 13 Bronx,244,NULL,BX37,2116414,2040910001,POINT (-73.85821000000001 40.84473),11271,59,5,12,32
06/01/2019,Community Services,Compass,COMPASS Middle School,"Manhattan Youth Recreation and Resources, Inc.",J.H.S. 167 Robert F. Wagner,Manhattan,220 EAST 76 STREET,MANHATTAN,NY,10021,40.77205,-73.95807,NULL,NULL,Council District 04 Manhattan,134,NULL,MN31,1044058,1014300005,POINT (-73.95807 40.77205000000001),12083,23,4,51,11
06/01/2019,Community Services,Compass,COMPASS Middle School,Bergen Basin Community Development Corporation,J.H.S. 234 Arthur W. Cunningham,Brooklyn,1875 EAST 17 STREET,BROOKLYN,NY,11229,40.60422,-73.95548,NULL,NULL,Council District 48 Brooklyn,558,NULL,BK44,3184057,3068210244,POINT (-73.95548 40.60422),13512,32,2,15,36
06/01/2019,Community Services,Compass,COMPASS Middle School,"Phipps Neighborhoods, Inc.",I.S. 313 School of Leadership Development,Bronx,1600 WEBSTER AVENUE,BRONX,NY,10457,40.84088,-73.90475,NULL,NULL,Council District 16 Bronx,167,NULL,BX01,2009400,2028970005,POINT (-73.90475 40.84088),10935,34,5,42,25
06/01/2019,Educational Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",Academy for New Americans,Brooklyn,345 Van Sicklen Street,Brooklyn,NY,11223,40.5957,-73.97518,Brooklyn CD 015,Gravesend,Council District 047 Brooklyn,398,Brooklyn Neighborhood Development Area 015,BK26,3192661,3071230066,POINT (-73.97518 40.5957),18183,32,2,45,36
06/01/2019,Educational Services,Compass,COMPASS Elementary,YMCA of Greater New York/West Side,The Riverside School for Makers and Artists,Manhattan,300 West   61 Street,New York,NY,10023,40.77326,-73.99055,107,NULL,6,151,0,MN14,1088870,1011717510,POINT (-73.99055 40.77326),10091,20,4,19,12
06/01/2019,Educational Services,Compass,COMPASS High School,Arab-American Family Support Center Inc,Khalil Gibran International Academy,Brooklyn,362 SCHERMERHORN STREET,BROOKLYN,NY,11217,40.6865,-73.97965,NULL,NULL,Council District 33 Brooklyn,39,NULL,BK38,3331754,3001740001,POINT (-73.97965 40.6865),17619,68,2,38,54
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000",YMCA of Greater New York/Harlem Branch,YMCA of Greater New York,Manhattan,5 West 63rd Street,New York,NY,10023,40.77069,-73.98046,Manhattan CD 007,Lincoln Square,Council District 006 Manhattan,149,NDA Not-defined,MN14,1027468,1011160024,POINT (-73.98046 40.77069),12420,20,4,19,12
06/01/2019,Educational Services,Compass,COMPASS Elementary,The Children's Aid Society,Dunlevy Milbank Center,Manhattan,14-32 W 118th Street,New York,NY,10026,40.80228,-73.94626,NULL,NULL,Council District 09 Manhattan,190,NULL,MN11,1051435,1016010018,POINT (-73.94626 40.80228),12423,18,4,36,18
06/01/2019,Community Services,CSBG,NDA Healthy Families,"Phipps Neighborhoods, Inc.",Soundview Community Center,Bronx,1680 Seward Avenue,bronx,NY,10473,40.81837,-73.86895,Bronx CD 009,Soundview-Castle Hill-Clason Point-Harding Park,Council District 018 Bronx,20,Bronx Neighborhood Development Area 009,BX09,2092647,2035510001,POINT (-73.86895 40.81837),11611,58,5,31,26
06/01/2019,Educational Services,Compass,COMPASS Elementary,SCO Family of Services,P.S. 169 Sunset Park,Brooklyn,4305 7 AVENUE,BROOKLYN,NY,11232,40.64629,-74.0019,NULL,NULL,Council District 38 Brooklyn,92,NULL,BK34,3011002,3007320001,POINT (-74.0019 40.64629),13515,9,2,7,45
06/01/2019,Community Services,Compass,COMPASS Middle School,The Child Center of NY Inc,Preparatory Academy for Writers: A College Board School,Queens,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,40.66823,-73.75684,NULL,NULL,Council District 31 Queens,330,NULL,QN02,4280845,4130570056,POINT (-73.75684 40.66823),15313,41,3,47,71
06/01/2019,Educational Services,Beacon,Beacon,YMCA of Greater New York/Corporate,P.S. 175,Queens,64-35 102 Street,Rego Park,NY,11374,40.73094,-73.85316,406,NULL,29,721,0,QN17,4051200,4021280014,POINT (-73.85316 40.73094),14785,40,3,28,70
06/01/2019,Community Services,CSBG,Opportunity Youth Support,"Phipps Neighborhoods, Inc.",Phipps Neighborhoods Sotomayor Community Center,Bronx,1090 Rosedale Avenue,Bronx,NY,10472,40.82714,-73.86814,Bronx CD 009,Soundview-Bruckner,Council District 018 Bronx,44,Bronx Neighborhood Development Area 009,BX55,2092797,2037250001,POINT (-73.86814 40.82714),11610,58,5,31,26
06/01/2019,Educational Services,Beacon,Beacon,"CAMBA, Inc.",Eagle Academy for Young Men,Brooklyn,1137 HERKIMER STREET,BROOKLYN,NY,11233,40.6778,-73.91584,NULL,NULL,Council District 41 Brooklyn,301,NULL,BK79,3042157,3015500001,POINT (-73.91584 40.6778),13516,55,2,17,46
06/01/2019,Educational Services,Compass,COMPASS Middle School,NIA Community Services Network Inc,I.S. 98 Bay Academy,Brooklyn,1401 EMMONS AVENUE,BROOKLYN,NY,11235,40.58313,-73.95404,NULL,NULL,Council District 48 Brooklyn,608,NULL,BK17,3246958,3087670026,POINT (-73.95404000000002 40.58313),13826,32,2,15,36
06/01/2019,Community Services,Compass,COMPASS Middle School,Coalition for Hispanic Family Services,The Emerson School,Queens,108-35 167 STREET,QUEENS,NY,11433,40.69719,-73.78719,NULL,NULL,Council District 27 Queens,258,NULL,QN01,4216655,4101780001,POINT (-73.78719 40.69719),24668,41,3,6,61
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Morningside Center for Teaching Social Responsibility, Inc.",P.S. 214,Bronx,1970 WEST FARMS ROAD,BRONX,NY,10460,40.83956,-73.88036,NULL,NULL,Council District 17 Bronx,60,NULL,BX75,2094603,2030210038,POINT (-73.88036 40.83956),11269,35,5,43,31
06/01/2019,Educational Services,Compass,COMPASS Elementary,"Police Athletic League, Inc.",Edward Byrne Center,Queens,116-25 Guy R. Brewer Boulevard,Jamaica,NY,11434,40.68621,-73.78414,NULL,NULL,Council District 28 Queens,278,NULL,QN76,4464077,4123350049,POINT (-73.78414 40.68621),24669,41,3,46,71
06/01/2019,Community Services,Compass,COMPASS Middle School,Bergen Basin Community Development Corporation,P.S. 207 Elizabeth G. Leary,Brooklyn,4011 FILLMORE AVENUE,BROOKLYN,NY,11234,40.61335,-73.93013,NULL,NULL,Council District 46 Brooklyn,652,NULL,BK45,3239388,3084840001,POINT (-73.93013 40.61335),13825,5,2,8,38
